Date,Close/Last,Volume,Open,High,Low,InflationRate
2018-12-14,57.62,13550980,57.56,59.0,57.36,2.2
2018-12-17,57.0,16627350,57.59,58.34,56.67,2.2
2018-12-18,57.78,12338230,57.69,58.54,57.4,2.2
2018-12-19,56.69,17375570,57.54,58.5,56.06,2.2
2018-12-20,56.37,21739630,57.22,57.94,56.06,2.2
2018-12-21,54.85,38197880,56.26,57.28,54.69,2.2
2018-12-24,53.65,8274961,53.7,54.89,53.57,2.2
2018-12-26,55.96,18327720,54.25,56.0,53.512,2.2
2018-12-27,56.09,15447600,55.54,56.39,54.77,2.2
2018-12-28,56.81,12746290,56.33,57.53,56.24,2.2
2018-12-31,56.91,8876961,57.12,57.41,56.2818,2.2
2019-01-02,57.4,9885460,56.2,58.0,55.92,2.196774193548387
2019-01-03,55.7,14395960,55.95,56.84,55.52,2.1935483870967745
2019-01-04,56.6,14175400,56.5,56.83,55.2101,2.1903225806451614
2019-01-07,56.44,12316290,56.39,57.16,55.945,2.1806451612903226
2019-01-08,55.95,12108720,56.71,56.88,55.61,2.17741935483871
2019-01-09,56.61,10970950,56.26,57.11,56.14,2.174193548387097
2019-01-10,56.8,10954470,56.19,56.99,56.1,2.170967741935484
2019-01-11,57.5,12022060,56.47,58.17,56.33,2.167741935483871
2019-01-14,57.3,9448101,57.02,57.65,56.37,2.1580645161290324
2019-01-15,55.73,17278180,57.32,57.4,55.56,2.1548387096774193
2019-01-16,55.27,13838750,55.75,56.08,55.16,2.1516129032258067
2019-01-17,54.77,18163610,54.97,55.2,54.37,2.1483870967741936
2019-01-18,55.27,26141600,55.39,55.9,54.99,2.145161290322581
2019-01-22,54.29,17819940,54.97,54.99,53.94,2.132258064516129
2019-01-23,51.77,33779310,52.92,53.57,51.22,2.129032258064516
2019-01-24,50.81,30259740,51.95,51.98,50.41,2.1258064516129034
2019-01-25,51.3,19513010,50.93,52.03,50.28,2.1225806451612903
2019-01-28,50.64,24454460,50.32,51.29,50.24,2.1129032258064515
2019-01-29,49.4,26249850,50.49,50.8381,49.34,2.109677419354839
2019-01-30,50.17,17578800,49.68,50.42,49.21,2.106451612903226
2019-01-31,49.52,24558700,51.2,51.28,49.1,2.103225806451613
2019-02-01,49.61,15433480,49.58,50.28,49.4,2.1
2019-02-04,49.69,10860220,49.71,49.8,49.465,2.0892857142857144
2019-02-05,50.73,15450460,49.73,51.08,49.72,2.085714285714286
2019-02-06,51.1,10879420,50.94,51.635,50.9274,2.0821428571428573
2019-02-07,50.55,10590350,50.83,51.12,50.27,2.0785714285714287
2019-02-08,50.29,12461180,50.24,50.68,49.91,2.075
2019-02-11,50.83,9969719,50.55,51.3,50.38,2.0642857142857145
2019-02-12,51.66,16633260,51.3,52.18,51.015,2.060714285714286
2019-02-13,51.59,10994080,52.0,52.49,51.56,2.0571428571428574
2019-02-14,51.57,17893140,51.5,51.765,51.0925,2.053571428571429
2019-02-15,51.98,12078990,52.08,52.36,51.6,2.05
2019-02-19,52.01,8196656,52.0,52.48,51.75,2.0357142857142856
2019-02-20,52.45,12860600,52.25,52.915,52.135,2.032142857142857
2019-02-21,52.35,7814102,52.5,52.59,51.9,2.0285714285714285
2019-02-22,53.12,13392890,52.69,53.15,52.64,2.025
2019-02-25,52.99,15277140,53.78,53.97,52.9,2.0142857142857142
2019-02-26,53.03,11358720,53.08,53.2199,52.28,2.0107142857142857
2019-02-27,53.04,10423610,52.95,53.1291,52.27,2.007142857142857
2019-02-28,53.39,18624510,53.0,53.76,52.71,2.0035714285714286
2019-03-01,54.2,12304580,54.0,54.4,53.71,2.0
2019-03-04,53.78,14011760,54.58,54.7,53.255,2.009677419354839
2019-03-05,53.94,10013820,53.9,54.225,53.7,2.0129032258064514
2019-03-06,54.8,20451010,53.89,55.46,53.73,2.0161290322580645
2019-03-07,54.03,13648970,54.83,55.05,53.61,2.0193548387096776
2019-03-08,53.53,10110120,53.45,53.63,53.03,2.02258064516129
2019-03-11,54.35,10726870,53.72,54.745,53.65,2.032258064516129
2019-03-12,54.84,9573351,54.66,55.31,54.54,2.035483870967742
2019-03-13,55.39,9107165,55.03,55.94,55.0,2.0387096774193547
2019-03-14,55.4,7300908,55.53,55.87,55.25,2.041935483870968
2019-03-15,56.6,26979810,55.0,57.34,54.9201,2.045161290322581
2019-03-18,56.83,13087270,56.62,57.19,56.44,2.054838709677419
2019-03-19,56.97,9339699,57.17,57.68,56.775,2.0580645161290323
2019-03-20,57.16,8795319,57.03,57.69,56.75,2.0612903225806454
2019-03-21,57.77,19508070,57.23,58.28,57.2,2.064516129032258
2019-03-22,56.82,10241290,57.68,58.09,56.7548,2.067741935483871
2019-03-25,56.64,6929255,56.58,56.9369,56.07,2.07741935483871
2019-03-26,58.0,16035850,57.15,58.39,56.67,2.0806451612903225
2019-03-27,56.91,11905380,57.35,57.665,56.32,2.0838709677419356
2019-03-28,56.55,11064020,57.03,57.39,56.34,2.0870967741935487
2019-03-29,57.03,8524335,57.0,57.555,56.94,2.0903225806451613
2019-04-01,57.81,11937700,57.64,58.15,57.11,2.1
2019-04-02,58.09,7438715,57.98,58.53,57.66,2.0966666666666667
2019-04-03,57.68,11562320,58.2,58.29,57.18,2.0933333333333333
2019-04-04,57.86,9902964,57.75,58.61,57.69,2.09
2019-04-05,57.99,12331840,57.98,58.19,57.685,2.086666666666667
2019-04-08,57.76,8936237,57.79,58.49,57.505,2.0766666666666667
2019-04-09,57.44,11712820,57.57,57.66,57.03,2.0733333333333333
2019-04-10,56.33,15972490,57.71,57.86,56.1,2.0700000000000003
2019-04-11,55.9,13880440,56.44,56.9,55.785,2.066666666666667
2019-04-12,56.95,13461600,56.28,57.17,56.07,2.0633333333333335
2019-04-15,57.18,10710850,57.14,57.67,57.025,2.0533333333333332
2019-04-16,70.45,85262370,57.46,71.03,57.29,2.05
2019-04-17,79.08,155953900,78.82,82.52,76.49,2.046666666666667
2019-04-18,79.89,41101250,78.72,80.2,78.0202,2.0433333333333334
2019-04-22,81.97,33250190,79.83,82.5,79.3376,2.0300000000000002
2019-04-23,86.72,56825660,83.9,87.96,83.27,2.026666666666667
2019-04-24,86.83,40260830,87.04,88.63,85.3,2.0233333333333334
2019-04-25,85.07,20660020,86.17,86.32,84.515,2.02
2019-04-26,86.64,18738320,84.51,86.755,84.21,2.0166666666666666
2019-04-29,87.25,17681060,86.4,87.98,85.84,2.006666666666667
2019-04-30,86.13,17522180,86.98,87.4599,86.05,2.0033333333333334
2019-05-01,86.37,28211470,87.17,88.22,86.15,2.0
2019-05-02,87.14,40341970,87.5,90.34,86.15,2.003225806451613
2019-05-03,89.29,21068420,87.76,89.82,87.06,2.0064516129032257
2019-05-06,88.25,15682130,86.33,88.695,86.14,2.0161290322580645
2019-05-07,85.2,21579490,87.2,88.15,84.78,2.0193548387096776
2019-05-08,84.54,15500670,84.85,85.72,84.11,2.02258064516129
2019-05-09,83.78,14515980,83.37,84.8372,82.26,2.0258064516129033
2019-05-10,85.84,15955600,83.38,86.3292,83.35,2.0290322580645164
2019-05-13,83.89,16689040,83.24,84.85,82.99,2.0387096774193547
2019-05-14,86.13,14353740,84.27,86.44,84.0,2.041935483870968
2019-05-15,86.26,11784840,85.55,87.0,84.89,2.045161290322581
2019-05-16,82.81,22498840,83.79,84.8,82.13,2.0483870967741935
2019-05-17,81.5,19523410,80.49,83.12,80.0,2.0516129032258066
2019-05-20,76.62,32679280,77.95,78.33,76.07,2.0612903225806454
2019-05-21,77.75,17282160,78.91,79.04,77.22,2.064516129032258
2019-05-22,69.31,66150730,69.13,71.74,67.97,2.067741935483871
2019-05-23,68.255,31820660,67.02,68.27,65.9,2.070967741935484
2019-05-24,66.21,21419950,68.93,69.15,65.9686,2.074193548387097
2019-05-28,65.37,22667320,66.64,67.71,65.235,2.0870967741935487
2019-05-29,65.76,16312640,65.36,66.15,64.76,2.0903225806451613
2019-05-30,66.59,11554570,65.97,67.07,65.93,2.0935483870967744
2019-05-31,66.82,15060330,65.78,67.84,65.53,2.096774193548387
2019-06-03,66.66,13620740,67.09,68.13,66.28,2.106666666666667
2019-06-04,68.45,15866730,67.61,68.5,66.7,2.1100000000000003
2019-06-05,67.02,11779190,68.04,68.33,65.83,2.1133333333333333
2019-06-06,67.59,10781680,66.92,67.97,66.265,2.1166666666666667
2019-06-07,68.69,10495640,67.69,68.78,67.3,2.12
2019-06-10,70.54,15229200,69.0,71.46,69.0,2.13
2019-06-11,71.24,11839510,71.58,72.22,70.2732,2.1333333333333333
2019-06-12,69.59,9396217,69.53,70.37,69.2,2.1366666666666667
2019-06-13,69.93,6790485,69.97,70.49,69.38,2.14
2019-06-14,68.72,12119480,68.35,69.12,67.9,2.1433333333333335
2019-06-17,69.11,9411062,69.09,69.98,68.9,2.1533333333333333
2019-06-18,71.96,14507950,69.69,72.39,69.67,2.1566666666666667
2019-06-19,71.8,11999270,72.37,72.62,70.8,2.16
2019-06-20,72.74,9871805,73.19,73.67,72.228,2.1633333333333336
2019-06-21,72.72,15244480,72.31,73.17,72.31,2.166666666666667
2019-06-24,73.16,8893028,72.97,73.45,72.2,2.1766666666666667
2019-06-25,72.55,8953434,73.23,74.135,72.52,2.18
2019-06-26,74.95,13807970,73.76,75.695,73.65,2.1833333333333336
2019-06-27,75.43,11151880,75.34,75.9,75.17,2.186666666666667
2019-06-28,76.07,29217470,75.66,76.44,74.81,2.1900000000000004
2019-07-01,77.52,17705710,80.67,80.76,77.08,2.2
2019-07-02,77.01,7079400,77.28,77.48,76.62,2.206451612903226
2019-07-03,76.63,5290377,77.07,77.23,76.05,2.2129032258064516
2019-07-05,76.66,9220821,74.2,76.72,74.1,2.2258064516129035
2019-07-08,76.63,7924854,75.98,77.03,75.93,2.2451612903225806
2019-07-09,76.55,7506644,76.44,76.84,75.84,2.2516129032258068
2019-07-10,74.36,15075740,76.83,76.91,74.08,2.2580645161290325
2019-07-11,73.71,14298370,74.52,75.78,73.299,2.264516129032258
2019-07-12,74.9,8028070,74.25,74.98,73.66,2.270967741935484
2019-07-15,75.43,8898617,75.15,75.9,74.79,2.2903225806451615
2019-07-16,75.67,9909569,75.11,76.5,74.55,2.296774193548387
2019-07-17,75.76,20602290,78.57,79.4,75.71,2.303225806451613
2019-07-18,74.37,12585090,74.97,75.35,74.05,2.3096774193548386
2019-07-19,75.0,14477780,74.42,75.71,74.42,2.3161290322580643
2019-07-22,75.95,9645759,75.06,76.62,75.06,2.335483870967742
2019-07-23,74.12,14420370,75.34,75.59,73.31,2.3419354838709676
2019-07-24,75.87,14012730,74.01,76.42,73.68,2.3483870967741933
2019-07-25,75.35,7299472,75.84,76.14,75.0965,2.3548387096774195
2019-07-26,75.22,8262592,75.11,75.85,74.85,2.361290322580645
2019-07-29,74.97,8237515,75.16,76.32,74.67,2.3806451612903223
2019-07-30,74.81,7397857,74.58,75.07,74.36,2.3870967741935485
2019-07-31,73.16,14052750,74.83,75.28,72.757,2.393548387096774
2019-08-01,71.2,29729750,68.88,73.71,68.25,2.4
2019-08-02,71.15,12649400,70.44,71.525,70.0102,2.4
2019-08-05,68.8,13071790,69.97,70.84,68.56,2.4
2019-08-06,68.17,13189860,69.52,69.93,67.38,2.4
2019-08-07,69.4,8934864,67.26,69.6,67.12,2.4
2019-08-08,71.26,8367865,69.56,71.35,69.35,2.4
2019-08-09,71.5,8702158,70.51,72.185,70.19,2.4
2019-08-12,69.8,7364325,71.0,71.4799,69.73,2.4
2019-08-13,72.18,10320090,69.89,72.47,69.31,2.4
2019-08-14,70.88,10337330,70.64,71.89,70.55,2.4
2019-08-15,71.16,9122466,71.44,72.19,70.59,2.4
2019-08-16,73.28,10404360,71.85,73.41,71.73,2.4
2019-08-19,74.87,9690401,74.58,75.53,74.14,2.4
2019-08-20,76.07,9390323,74.57,76.435,74.33,2.4
2019-08-21,76.7,11005470,76.5,77.19,75.99,2.4
2019-08-22,77.15,7199830,76.91,77.95,76.6,2.4
2019-08-23,73.52,16481000,76.12,79.1,73.22,2.4
2019-08-26,72.91,11157100,74.9,75.09,72.52,2.4
2019-08-27,73.97,7305375,73.68,74.38,73.2,2.4
2019-08-28,74.35,5679043,73.79,74.88,72.91,2.4
2019-08-29,76.45,7348577,75.22,77.025,75.22,2.4
2019-08-30,77.77,8465646,77.18,78.05,77.0,2.4
2019-09-03,75.12,7580872,76.77,76.99,74.7,2.393333333333333
2019-09-04,77.09,4923888,75.99,77.12,75.63,2.3899999999999997
2019-09-05,78.99,13480670,77.89,80.44,77.89,2.3866666666666667
2019-09-06,78.84,5127957,78.96,79.079,78.44,2.3833333333333333
2019-09-09,78.21,6885162,79.04,79.45,77.968,2.373333333333333
2019-09-10,78.71,9373881,78.03,78.875,77.34,2.37
2019-09-11,79.9,6575726,78.17,79.905,78.12,2.3666666666666667
2019-09-12,79.08,5847092,80.05,80.05,78.58,2.3633333333333333
2019-09-13,78.41,5343695,79.18,79.535,78.37,2.36
2019-09-16,78.04,3756484,77.58,78.485,76.91,2.3499999999999996
2019-09-17,78.69,4436415,77.61,78.79,77.51,2.3466666666666667
2019-09-18,78.9,5197751,78.69,79.07,77.64,2.3433333333333333
2019-09-19,78.23,5451003,79.24,80.0,78.21,2.34
2019-09-20,76.44,9502747,78.2,78.7,76.17,2.3366666666666664
2019-09-23,77.24,6264899,76.67,77.91,76.0564,2.3266666666666667
2019-09-24,75.23,10446110,78.08,78.3,74.63,2.3233333333333333
2019-09-25,77.26,5700037,75.03,77.49,74.88,2.32
2019-09-26,77.35,3803609,77.16,77.69,75.94,2.3166666666666664
2019-09-27,76.63,5013911,77.01,78.2,76.21,2.313333333333333
2019-09-30,76.28,5286277,76.89,76.95,76.02,2.3033333333333332
2019-10-01,75.47,7049574,77.06,78.06,74.97,2.3
2019-10-02,73.99,6288051,75.26,75.71,73.77,2.3
2019-10-03,75.73,5633505,73.93,75.83,73.16,2.3
2019-10-04,77.49,4920357,76.32,77.56,75.84,2.3
2019-10-07,76.34,4400559,77.01,77.55,76.27,2.3
2019-10-08,72.85,9194400,75.52,75.82,72.81,2.3
2019-10-09,74.35,5271440,73.91,74.8,73.56,2.3
2019-10-10,74.97,6199401,74.35,75.9656,74.17,2.3
2019-10-11,76.7,7398164,76.19,77.82,76.01,2.3
2019-10-14,76.3,4660287,76.65,77.37,76.28,2.3
2019-10-15,77.82,5241661,76.88,77.98,76.28,2.3
2019-10-16,78.23,6366587,77.49,78.32,77.28,2.3
2019-10-17,78.97,5923920,78.7,79.96,78.4,2.3
2019-10-18,77.68,6110981,78.62,79.22,77.6725,2.3
2019-10-21,78.98,5307232,78.38,79.09,78.01,2.3
2019-10-22,78.47,5107829,78.93,79.07,78.2405,2.3
2019-10-23,77.24,5937606,77.21,78.13,76.87,2.3
2019-10-24,78.99,5422321,78.06,79.02,77.59,2.3
2019-10-25,80.17,6712346,79.0,80.23,78.91,2.3
2019-10-28,83.05,9949753,80.55,83.13,80.54,2.3
2019-10-29,81.66,4993553,82.75,82.85,81.44,2.3
2019-10-30,81.44,3970995,82.1,82.2482,80.85,2.3
2019-10-31,80.44,5693660,81.44,81.47,79.84,2.3
2019-11-01,83.58,8620326,81.59,83.65,81.25,2.3
2019-11-04,85.09,8389196,84.54,85.87,84.3082,2.3
2019-11-05,85.46,7280027,85.2,85.74,84.73,2.3
2019-11-06,84.63,9755311,85.34,85.605,84.2242,2.3
2019-11-07,89.98,30254020,89.83,92.5,88.32,2.3
2019-11-08,94.03,16375240,89.98,94.11,89.6,2.3
2019-11-11,91.84,11301320,91.71,92.5244,90.89,2.3
2019-11-12,90.97,9335820,92.18,92.25,90.17,2.3
2019-11-13,90.47,9519644,90.7,91.9,89.62,2.3
2019-11-14,90.48,8794397,90.31,90.58,89.43,2.3
2019-11-15,90.81,25491090,92.6,93.94,90.5801,2.3
2019-11-18,90.48,10367010,90.81,91.975,89.28,2.3
2019-11-19,87.96,18096640,91.25,91.39,86.68,2.3
2019-11-20,85.62,13050440,87.82,88.36,85.31,2.3
2019-11-21,85.11,10180380,84.79,86.3,84.55,2.3
2019-11-22,84.89,6166677,85.29,85.82,84.53,2.3
2019-11-25,85.29,8967364,85.76,86.29,85.08,2.3
2019-11-26,84.63,11587630,85.25,85.545,84.14,2.3
2019-11-27,84.8,5217649,85.16,85.31,84.4713,2.3
2019-11-29,83.55,3882382,84.51,85.1,83.42,2.3
2019-12-02,82.45,7677407,83.98,84.29,82.31,2.3
2019-12-03,80.58,11241840,81.38,81.39,79.81,2.3
2019-12-04,82.08,8478868,80.92,82.44,80.45,2.3
2019-12-05,82.585,6362029,82.65,83.4409,81.78,2.3
2019-12-06,83.82,6861714,83.45,84.25,83.42,2.3
2019-12-09,84.92,8464304,84.0,85.3,83.8401,2.3
2019-12-10,84.115,8085329,85.04,85.33,83.69,2.3
2019-12-11,86.99,9577072,84.84,87.1,84.76,2.3
2019-12-12,89.05,12174230,86.84,89.229,86.37,2.3
2019-12-13,87.83,12270500,88.91,89.7,87.564,2.3
2019-12-16,88.43,8719995,89.28,90.46,88.35,2.3
2019-12-17,88.32,7487131,89.0,89.04,87.68,2.3
2019-12-18,87.98,5869644,88.54,88.65,87.59,2.3
2019-12-19,88.49,7802786,88.36,88.701,87.62,2.3
2019-12-20,88.85,17593140,88.82,89.85,88.18,2.3
2019-12-23,88.45,7277068,89.01,89.33,88.245,2.3
2019-12-24,88.77,2435244,88.62,88.81,87.98,2.3
2019-12-26,88.4,5072875,88.92,88.96,87.9965,2.3
2019-12-27,88.8,5809692,88.9,88.95,88.09,2.3
2019-12-30,88.43,6545516,88.71,88.78,87.31,2.3
2019-12-31,88.23,5173531,87.99,88.77,87.88,2.3
2020-01-02,88.69,8416991,89.05,89.81,88.08,2.303225806451613
2020-01-03,87.02,8340945,87.26,87.64,86.44,2.3064516129032255
2020-01-06,86.51,8383247,85.91,86.55,85.54,2.3161290322580643
2020-01-07,88.97,8477788,87.04,89.49,86.91,2.3193548387096774
2020-01-08,88.71,7621947,88.9,89.47,87.92,2.32258064516129
2020-01-09,89.91,9182018,89.66,90.72,88.83,2.325806451612903
2020-01-10,90.26,9670161,90.51,92.39,89.87,2.329032258064516
2020-01-13,90.97,10372100,91.05,92.73,90.5485,2.3387096774193545
2020-01-14,90.56,7801839,91.13,91.61,90.29,2.3419354838709676
2020-01-15,89.67,7259093,90.75,91.18,89.25,2.3451612903225807
2020-01-16,91.79,9295519,90.22,92.229,89.82,2.3483870967741933
2020-01-17,95.91,23694370,93.0,96.17,92.95,2.3516129032258064
2020-01-21,94.54,10868540,95.33,95.7199,93.4229,2.364516129032258
2020-01-22,92.97,8342302,95.26,95.39,92.71,2.367741935483871
2020-01-23,92.0,11282020,92.85,92.95,91.46,2.370967741935484
2020-01-24,89.65,9471659,92.68,93.25,88.83,2.3741935483870966
2020-01-27,87.05,9240203,87.304,88.22,86.45,2.3838709677419354
2020-01-28,89.15,9186993,88.15,89.54,87.3861,2.3870967741935485
2020-01-29,88.23,8167966,88.66,89.02,87.35,2.390322580645161
2020-01-30,87.78,8379356,87.31,87.86,86.19,2.393548387096774
2020-01-31,85.31,9503569,87.05,87.1677,85.04,2.396774193548387
2020-02-03,86.48,7794550,85.55,86.58,85.16,2.3793103448275863
2020-02-04,88.93,9236376,88.25,88.95,87.37,2.3689655172413793
2020-02-05,90.91,14220870,90.99,91.14,89.27,2.3586206896551722
2020-02-06,90.61,21059030,88.06,90.775,86.19,2.3482758620689657
2020-02-07,87.42,10725090,89.62,90.03,87.38,2.3379310344827586
2020-02-10,88.6,7481257,86.78,88.635,86.5,2.306896551724138
2020-02-11,90.0,9452795,89.37,91.47,88.9,2.296551724137931
2020-02-12,91.72,9824153,91.65,92.44,91.29,2.286206896551724
2020-02-13,90.03,8428261,91.03,91.3799,89.7772,2.2758620689655173
2020-02-14,89.6,6256463,90.55,90.8,88.79,2.2655172413793103
2020-02-18,88.03,7251738,87.83,89.0,87.525,2.2241379310344827
2020-02-19,90.56,7820938,88.92,90.62,88.65,2.213793103448276
2020-02-20,89.47,9754899,90.81,91.88,88.68,2.203448275862069
2020-02-21,87.03,12260940,88.56,89.03,86.33,2.193103448275862
2020-02-24,83.32,12158500,83.9,84.83,82.71,2.1620689655172414
2020-02-25,80.22,14724970,83.94,84.4,79.64,2.1517241379310343
2020-02-26,79.66,13137750,81.0,82.03,79.09,2.1413793103448278
2020-02-27,75.94,17898300,77.13,78.19,75.33,2.1310344827586207
2020-02-28,78.3,20905480,73.76,79.81,73.34,2.1206896551724137
2020-03-02,80.56,15043360,79.015,80.71,77.13,2.07741935483871
2020-03-03,78.56,16356240,80.82,82.65,77.83,2.054838709677419
2020-03-04,81.8,9894894,79.12,81.91,78.05,2.032258064516129
2020-03-05,79.17,9396192,79.46,81.37,78.7,2.009677419354839
2020-03-06,77.47,11536520,76.33,78.08,75.83,1.9870967741935484
2020-03-09,72.64,13898510,72.4,76.1,71.83,1.9193548387096775
2020-03-10,78.89,13615620,74.8,79.04,74.16,1.896774193548387
2020-03-11,74.62,13385130,76.29,77.79,73.72,1.8741935483870968
2020-03-12,67.02,19386250,69.52,72.53,67.0,1.8516129032258064
2020-03-13,75.81,15971420,71.18,76.67,67.26,1.8290322580645162
2020-03-16,64.48,16134660,68.28,71.17,64.46,1.761290322580645
2020-03-17,68.86,16864540,65.91,69.81,62.2,1.738709677419355
2020-03-18,61.19,18381230,63.56,65.56,58.0,1.7161290322580645
2020-03-19,65.0,17127380,61.12,67.55,59.04,1.6935483870967742
2020-03-20,60.91,16591460,65.03,67.98,60.79,1.6709677419354838
2020-03-23,62.53,14920270,61.55,64.86,59.11,1.603225806451613
2020-03-24,65.46,18966800,66.0,67.62,62.19,1.5806451612903225
2020-03-25,63.08,15969790,65.9,66.96,62.46,1.5580645161290323
2020-03-26,68.98,15837900,64.0,69.655,63.25,1.5354838709677419
2020-03-27,66.59,9739098,66.5,69.12,65.93,1.5129032258064514
2020-03-30,69.03,9880831,67.19,69.5,66.06,1.4451612903225806
2020-03-31,67.65,13216270,69.3,70.36,66.66,1.4225806451612901
2020-04-01,65.9,14167920,65.0,68.7,65.0,1.4
2020-04-02,68.02,15432870,65.87,68.26,65.31,1.3933333333333333
2020-04-03,65.23,8600729,67.68,68.69,64.55,1.3866666666666665
2020-04-06,70.95,12153090,68.5,71.37,67.65,1.3666666666666667
2020-04-07,72.73,11285560,73.66,74.9,70.86,1.3599999999999999
2020-04-08,73.33,10695610,73.7,74.375,72.42,1.3533333333333333
2020-04-09,71.58,15465070,74.62,74.84,70.0,1.3466666666666667
2020-04-13,73.3,7896541,71.71,73.51,71.44,1.3199999999999998
2020-04-14,77.55,11314130,75.0,77.665,74.975,1.3133333333333332
2020-04-15,75.99,9951706,75.864,76.34,74.03,1.3066666666666666
2020-04-16,76.85,8819658,76.86,77.69,75.38,1.2999999999999998
2020-04-17,76.17,9925952,77.32,78.25,75.48,1.2933333333333332
2020-04-20,74.31,7217662,75.022,76.23,74.1,1.2733333333333332
2020-04-21,71.84,9273758,73.31,73.97,71.75,1.2666666666666666
2020-04-22,74.68,7367881,73.79,75.34,72.75,1.26
2020-04-23,73.81,7673845,75.0,76.17,73.76,1.2533333333333332
2020-04-24,76.04,6073839,73.92,76.11,73.66,1.2466666666666666
2020-04-27,75.98,7219462,76.59,77.8201,75.49,1.2266666666666666
2020-04-28,75.29,6250473,77.108,77.78,75.16,1.22
2020-04-29,78.97,11950170,77.17,79.24,76.83,1.2133333333333334
2020-04-30,78.67,17113450,80.27,80.87,77.28,1.2066666666666666
2020-05-01,75.64,9742126,76.85,77.59,74.68,1.2
2020-05-04,75.68,7202849,75.16,75.94,74.09,1.2
2020-05-05,77.63,7540822,76.75,78.81,76.56,1.2
2020-05-06,78.87,8179660,78.81,80.14,78.52,1.2
2020-05-07,78.83,7295662,79.7,80.17,78.2601,1.2
2020-05-08,80.56,7891915,79.7,81.09,79.36,1.2
2020-05-11,80.48,6604560,80.29,81.27,79.54,1.2
2020-05-12,78.42,7318108,81.29,81.79,78.4,1.2
2020-05-13,78.0,9584756,78.86,79.51,76.75,1.2
2020-05-14,79.87,9956772,77.5,80.0,76.47,1.2
2020-05-15,75.77,29597760,74.67,77.7,74.37,1.2
2020-05-18,79.94,13196130,77.27,80.18,77.21,1.2
2020-05-19,78.09,8118408,79.75,80.15,78.0,1.2
2020-05-20,80.63,11379190,79.96,81.96,79.69,1.2
2020-05-21,78.0,8141452,79.47,80.0906,77.8738,1.2
2020-05-22,78.7,5530399,78.26,78.76,77.29,1.2
2020-05-26,78.02,10067340,80.19,80.57,77.775,1.2
2020-05-27,79.29,9125850,78.27,79.32,76.16,1.2
2020-05-28,78.11,11170860,80.24,81.48,77.73,1.2
2020-05-29,80.88,10562460,78.7,81.2,77.9,1.2
2020-06-01,79.73,6477494,79.89,80.48,79.24,1.2
2020-06-02,84.63,13255330,79.93,84.8798,79.91,1.2133333333333334
2020-06-03,84.11,13029320,84.95,85.95,83.62,1.2266666666666666
2020-06-04,86.04,12108970,83.95,86.7,83.95,1.24
2020-06-05,88.55,11882090,88.0,89.48,87.82,1.2533333333333334
2020-06-08,91.37,9748317,89.0,91.5,88.34,1.2933333333333332
2020-06-09,89.75,7327712,90.23,90.39,89.06,1.3066666666666666
2020-06-10,91.01,9079720,90.25,92.14,90.03,1.32
2020-06-11,84.02,15241700,88.62,89.055,83.91,1.3333333333333333
2020-06-12,85.24,10113210,86.25,87.14,83.53,1.3466666666666667
2020-06-15,86.39,9861051,83.67,86.57,83.1,1.3866666666666667
2020-06-16,89.52,12646620,89.9,90.44,87.76,1.4
2020-06-17,89.94,7620251,90.68,91.085,89.3,1.4133333333333333
2020-06-18,89.92,5709537,89.85,90.49,89.03,1.4266666666666667
2020-06-19,88.81,23213760,89.87,90.25,87.535,1.44
2020-06-22,89.13,8028040,88.72,89.44,87.61,1.48
2020-06-23,89.35,7778700,90.14,90.61,89.11,1.4933333333333334
2020-06-24,89.14,8208755,89.175,89.83,87.42,1.5066666666666668
2020-06-25,88.96,7062645,88.7,89.46,87.32,1.52
2020-06-26,88.02,9126471,89.07,89.73,87.54,1.5333333333333334
2020-06-29,89.01,5870389,88.211,89.15,86.68,1.5733333333333335
2020-06-30,91.21,9378521,89.2,91.93,89.0,1.5866666666666667
2020-07-01,89.78,6990619,91.01,91.3,89.58,1.6
2020-07-02,91.87,8317278,91.09,92.5,90.8,1.603225806451613
2020-07-06,92.92,6933086,93.21,93.75,92.1,1.6161290322580646
2020-07-07,92.14,6722402,92.97,93.55,91.91,1.6193548387096774
2020-07-08,93.53,6692687,93.27,93.6,92.34,1.6225806451612903
2020-07-09,93.25,6287666,93.95,93.95,91.44,1.6258064516129034
2020-07-10,92.51,5687563,93.0,93.52,91.56,1.6290322580645162
2020-07-13,91.33,7606351,93.3,94.125,91.2,1.6387096774193548
2020-07-14,92.38,6570953,90.86,92.62,89.2,1.6419354838709679
2020-07-15,92.55,6154056,92.93,92.93,91.01,1.6451612903225807
2020-07-16,91.2,6178667,91.264,91.747,90.68,1.6483870967741936
2020-07-17,92.23,5985862,91.68,92.455,91.0,1.6516129032258065
2020-07-20,93.17,5407473,92.192,93.27,91.3,1.6612903225806452
2020-07-21,92.31,7099738,93.55,93.85,91.81,1.664516129032258
2020-07-22,92.6,4366672,92.74,93.29,91.67,1.667741935483871
2020-07-23,89.67,9438516,92.91,92.97,89.2287,1.6709677419354838
2020-07-24,88.89,9519999,89.21,90.29,87.51,1.6741935483870967
2020-07-27,92.7,8021665,90.023,92.84,89.26,1.6838709677419355
2020-07-28,91.45,5818417,92.171,92.59,90.57,1.6870967741935483
2020-07-29,93.03,11453040,92.08,93.62,91.74,1.6903225806451612
2020-07-30,107.19,42122510,102.42,107.69,100.7,1.6935483870967742
