Date,Close/Last,Volume,Open,High,Low,Net Income/Starting Line,Depreciation & Amortization,Non-Cash Items,Change in Working Capital,Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Change in Long Term Investment,Net Cash From Acquisitions & Divestitures,Other Investing Activities,Cash from Investing Activities,Dividends Paid,Cash From (Repayment of) Debt,Cash From (Repurchase of) Equity,Other Financing Activities,Cash from Financing Activities,Net Cash Before Disc. Operations and FX,Change in Cash from Disc. Operations and Other,Net Cash Before FX,Effect of Foreign Exchange Rates,Net Changes in Cash
2017-06-29,55.08,8455545,55.93,55.93,54.55,748.4835164835165,341.7142857142857,148.04395604395603,-401.4065934065935,836.8351648351648,-122.15384615384616,1596.4615384615386,,-1382.076923076923,92.23076923076928,-783.021978021978,243.52747252747253,-128.15384615384613,-17.417582417582395,-685.0659340659341,244.0,,244.0,10.384615384615387,254.38461538461536
2017-06-30,55.22,8754158,55.6,55.63,55.03,749.2417582417582,341.85714285714283,148.02197802197801,-410.7032967032968,828.4175824175824,-122.07692307692308,1583.2307692307693,,-1375.5384615384614,85.61538461538464,-783.010989010989,246.26373626373626,-126.07692307692307,-15.208791208791183,-678.032967032967,236.0,,236.0,10.692307692307693,246.69230769230762
2017-07-03,54.95,4379566,55.53,56.02,54.92,752.5,343.10869565217394,140.97826086956522,-430.69565217391306,805.8913043478261,-123.19565217391305,1515.9782608695652,,-1339.4565217391305,53.326086956521735,-784.3260869565217,459.97826086956525,-126.93478260869566,-16.391304347826086,-467.67391304347825,391.54347826086956,,391.54347826086956,11.5,403.04347826086956
2017-07-05,55.45,6817608,55.01,55.56,54.78,755.0,344.2173913043478,133.95652173913044,-441.39130434782606,791.7826086956521,-124.3913043478261,1461.9565217391305,,-1309.9130434782608,27.652173913043477,-785.6521739130435,670.9565217391305,-129.8695652173913,-19.782608695652172,-264.3478260869565,555.0869565217391,,555.0869565217391,12.0,567.0869565217391
2017-07-06,54.79,5660766,55.02,55.23,54.735,756.25,344.7717391304348,130.44565217391303,-446.7391304347826,784.7282608695652,-124.98913043478261,1434.945652173913,,-1295.141304347826,14.815217391304344,-786.3152173913044,776.445652173913,-131.33695652173913,-21.47826086956522,-162.68478260869563,636.8586956521739,,636.8586956521739,12.25,649.1086956521739
2017-07-07,55.35,5170545,55.04,55.73,54.87,757.5,345.32608695652175,126.93478260869566,-452.0869565217391,777.6739130434783,-125.58695652173913,1407.9347826086957,,-1280.3695652173913,1.9782608695652186,-786.9782608695652,881.9347826086956,-132.80434782608697,-23.17391304347826,-61.02173913043475,718.6304347826087,,718.6304347826087,12.5,731.1304347826087
2017-07-10,55.64,5085958,55.37,55.885,55.19,761.25,346.9891304347826,116.40217391304348,-468.1304347826087,756.5108695652174,-127.38043478260869,1326.9021739130435,,-1236.054347826087,-36.53260869565217,-788.9673913043479,1198.4021739130435,-137.20652173913044,-28.26086956521739,243.96739130434787,963.945652173913,,963.945652173913,13.25,977.195652173913
2017-07-11,55.33,6114802,55.63,55.63,55.02,762.5,347.54347826086956,112.8913043478261,-473.47826086956525,749.4565217391305,-127.97826086956522,1299.891304347826,,-1221.2826086956522,-49.36956521739131,-789.6304347826087,1303.891304347826,-138.67391304347825,-29.956521739130434,345.63043478260875,1045.7173913043478,,1045.7173913043478,13.5,1059.2173913043478
2017-07-12,56.2,6121077,55.79,56.31,55.72,763.75,348.0978260869565,109.38043478260869,-478.82608695652175,742.4021739130435,-128.57608695652175,1272.8804347826087,,-1206.5108695652175,-62.20652173913044,-790.2934782608696,1409.3804347826087,-140.1413043478261,-31.652173913043477,447.2934782608695,1127.4891304347825,,1127.4891304347825,13.75,1141.2391304347825
2017-07-13,56.23,6219216,56.38,56.52,56.17,765.0,348.6521739130435,105.86956521739131,-484.17391304347825,735.3478260869565,-129.17391304347825,1245.8695652173913,,-1191.7391304347825,-75.04347826086956,-790.9565217391304,1514.8695652173913,-141.6086956521739,-33.34782608695652,548.9565217391305,1209.2608695652175,,1209.2608695652175,14.0,1223.2608695652175
2017-07-14,56.81,4439390,56.5,56.93,56.15,766.25,349.20652173913044,102.3586956521739,-489.52173913043475,728.2934782608696,-129.77173913043478,1218.858695652174,,-1176.9673913043478,-87.88043478260869,-791.6195652173913,1620.358695652174,-143.07608695652175,-35.04347826086956,650.6195652173915,1291.0326086956522,,1291.0326086956522,14.25,1305.2826086956522
2017-07-17,56.46,5097760,56.73,56.92,56.39,770.0,350.8695652173913,91.82608695652175,-505.5652173913044,707.1304347826087,-131.56521739130434,1137.8260869565217,,-1132.6521739130435,-126.3913043478261,-793.6086956521739,1936.8260869565217,-147.47826086956522,-40.130434782608695,955.608695652174,1536.3478260869565,,1536.3478260869565,15.0,1551.3478260869565
2017-07-18,56.29,7419206,56.34,56.38,56.0,771.25,351.42391304347825,88.31521739130434,-510.9130434782609,700.0760869565217,-132.16304347826087,1110.8152173913045,,-1117.8804347826087,-139.22826086956522,-794.2717391304348,2042.3152173913043,-148.94565217391306,-41.826086956521735,1057.271739130435,1618.1195652173913,,1618.1195652173913,15.25,1633.3695652173913
2017-07-19,56.78,8597707,56.46,56.9399,56.01,772.5,351.97826086956525,84.80434782608697,-516.2608695652174,693.0217391304348,-132.76086956521738,1083.804347826087,,-1103.108695652174,-152.06521739130434,-794.9347826086956,2147.804347826087,-150.41304347826087,-43.52173913043478,1158.9347826086957,1699.891304347826,,1699.891304347826,15.5,1715.391304347826
2017-07-20,53.97,35707180,55.11,55.43,53.46,773.75,352.5326086956522,81.29347826086956,-521.6086956521739,685.9673913043479,-133.3586956521739,1056.7934782608695,,-1088.336956521739,-164.9021739130435,-795.5978260869565,2253.2934782608695,-151.8804347826087,-45.21739130434783,1260.5978260869565,1781.6630434782608,,1781.6630434782608,15.75,1797.4130434782608
2017-07-21,53.84,12078680,53.66,54.0,53.37,775.0,353.0869565217391,77.78260869565217,-526.9565217391305,678.9130434782609,-133.95652173913044,1029.7826086956522,,-1073.5652173913043,-177.73913043478262,-796.2608695652174,2358.782608695652,-153.34782608695653,-46.91304347826087,1362.2608695652175,1863.4347826086955,,1863.4347826086955,16.0,1879.4347826086955
2017-07-24,53.22,8813216,53.75,53.88,53.09,778.75,354.75,67.25,-543.0,657.75,-135.75,948.75,,-1029.25,-216.25,-798.25,2675.25,-157.75,-52.0,1667.25,2108.75,,2108.75,16.75,2125.5
2017-07-25,53.27,7110013,53.2,53.65,53.07,780.0,355.30434782608694,63.73913043478261,-548.3478260869565,650.695652173913,-136.34782608695653,921.7391304347826,,-1014.4782608695652,-229.08695652173913,-798.9130434782609,2780.7391304347825,-159.2173913043478,-53.69565217391305,1768.913043478261,2190.521739130435,,2190.521739130435,17.0,2207.521739130435
2017-07-26,53.14,7566436,53.29,53.35,52.74,781.25,355.85869565217394,60.22826086956522,-553.695652173913,643.6413043478261,-136.94565217391303,894.7282608695652,,-999.7065217391305,-241.92391304347825,-799.5760869565217,2886.228260869565,-160.68478260869566,-55.391304347826086,1870.576086956522,2272.2934782608695,,2272.2934782608695,17.25,2289.5434782608695
2017-07-27,52.49,14058050,53.08,53.37,52.23,782.5,356.4130434782609,56.71739130434783,-559.0434782608695,636.5869565217391,-137.54347826086956,867.7173913043479,,-984.9347826086956,-254.76086956521738,-800.2391304347826,2991.717391304348,-162.1521739130435,-57.08695652173913,1972.239130434783,2354.0652173913045,,2354.0652173913045,17.5,2371.5652173913045
2017-07-28,52.88,6643607,52.27,52.9865,52.27,783.75,356.9673913043478,53.20652173913044,-564.3913043478261,629.5326086956522,-138.1413043478261,840.7065217391305,,-970.1630434782609,-267.59782608695656,-800.9021739130435,3097.2065217391305,-163.6195652173913,-58.78260869565217,2073.9021739130435,2435.836956521739,,2435.836956521739,17.75,2453.586956521739
2017-07-31,53.19,11301880,53.1,53.295,52.75,787.5,358.6304347826087,42.673913043478265,-580.4347826086956,608.3695652173913,-139.93478260869566,759.6739130434783,,-925.8478260869565,-306.10869565217394,-802.8913043478261,3413.6739130434785,-168.02173913043478,-63.869565217391305,2378.891304347826,2681.1521739130435,,2681.1521739130435,18.5,2699.6521739130435
2017-08-01,53.41,8207783,53.3,53.43,52.91,788.75,359.1847826086956,39.163043478260875,-585.7826086956521,601.3152173913044,-140.5326086956522,732.6630434782609,,-911.0760869565217,-318.94565217391306,-803.554347826087,3519.163043478261,-169.48913043478262,-65.56521739130434,2480.554347826087,2762.923913043478,,2762.923913043478,18.75,2781.673913043478
2017-08-02,53.17,23073980,53.295,53.3885,52.78,790.0,359.7391304347826,35.652173913043484,-591.1304347826087,594.2608695652174,-141.1304347826087,705.6521739130435,,-896.304347826087,-331.7826086956522,-804.2173913043479,3624.6521739130435,-170.95652173913044,-67.26086956521739,2582.217391304348,2844.695652173913,,2844.695652173913,19.0,2863.695652173913
2017-08-03,52.95,8643428,53.16,53.3399,52.75,791.25,360.29347826086956,32.14130434782609,-596.4782608695652,587.2065217391305,-141.72826086956522,678.6413043478261,,-881.5326086956521,-344.6195652173913,-804.8804347826087,3730.141304347826,-172.42391304347825,-68.95652173913044,2683.880434782609,2926.467391304348,,2926.467391304348,19.25,2945.717391304348
2017-08-04,52.62,8676309,53.0,53.0,52.51,792.5,360.8478260869565,28.630434782608702,-601.8260869565217,580.1521739130435,-142.32608695652175,651.6304347826087,,-866.7608695652174,-357.45652173913044,-805.5434782608695,3835.6304347826085,-173.8913043478261,-70.65217391304347,2785.54347826087,3008.2391304347825,,3008.2391304347825,19.5,3027.7391304347825
2017-08-07,52.7,6512811,52.5,52.845,52.49,796.25,362.5108695652174,18.09782608695653,-617.8695652173913,558.9891304347826,-144.1195652173913,570.5978260869565,,-822.445652173913,-395.9673913043478,-807.5326086956521,4152.097826086956,-178.29347826086956,-75.73913043478261,3090.5326086956525,3253.554347826087,,3253.554347826087,20.25,3273.804347826087
2017-08-08,52.29,10456790,52.55,53.33,52.21,797.5,363.0652173913044,14.586956521739125,-623.2173913043478,551.9347826086957,-144.7173913043478,543.5869565217392,,-807.6739130434783,-408.804347826087,-808.195652173913,4257.586956521739,-179.76086956521738,-77.43478260869566,3192.195652173913,3335.3260869565215,,3335.3260869565215,20.5,3355.8260869565215
2017-08-09,52.77,8084091,52.05,52.8,52.0,798.75,363.6195652173913,11.076086956521749,-628.5652173913044,544.8804347826087,-145.31521739130434,516.5760869565217,,-792.9021739130435,-421.6413043478261,-808.8586956521739,4363.076086956522,-181.22826086956522,-79.13043478260869,3293.858695652174,3417.0978260869565,,3417.0978260869565,20.75,3437.8478260869565
2017-08-10,52.34,10678100,52.54,52.75,52.11,800.0,364.17391304347825,7.565217391304344,-633.9130434782609,537.8260869565217,-145.91304347826087,489.5652173913045,,-778.1304347826086,-434.47826086956525,-809.5217391304348,4468.565217391304,-182.69565217391306,-80.82608695652173,3395.521739130435,3498.869565217391,,3498.869565217391,21.0,3519.869565217391
2017-08-11,52.72,5894003,52.39,53.13,52.29,801.25,364.72826086956525,4.054347826086968,-639.2608695652174,530.7717391304348,-146.51086956521738,462.554347826087,,-763.3586956521739,-447.3152173913044,-810.1847826086956,4574.054347826087,-184.16304347826087,-82.52173913043478,3497.184782608696,3580.641304347826,,3580.641304347826,21.25,3601.891304347826
2017-08-14,53.55,8117050,53.04,53.64,52.91,805.0,366.39130434782606,-6.478260869565219,-655.304347826087,509.60869565217394,-148.30434782608697,381.52173913043475,,-719.0434782608695,-485.82608695652175,-812.1739130434783,4890.521739130435,-188.56521739130434,-87.6086956521739,3802.173913043478,3825.9565217391305,,3825.9565217391305,22.0,3847.9565217391305
2017-08-15,53.87,7873900,53.66,54.08,53.35,806.25,366.94565217391306,-9.989130434782595,-660.6521739130435,502.554347826087,-148.90217391304347,354.5108695652175,,-704.2717391304348,-498.6630434782609,-812.8369565217391,4996.010869565217,-190.0326086956522,-89.30434782608695,3903.836956521739,3907.728260869565,,3907.728260869565,22.25,3929.978260869565
2017-08-16,53.31,7414452,54.06,54.1,53.255,807.5,367.5,-13.5,-666.0,495.5,-149.5,327.5,,-689.5,-511.5,-813.5,5101.5,-191.5,-91.0,4005.5,3989.5,,3989.5,22.5,4012.0
2017-08-17,52.27,6209295,53.19,53.41,52.27,808.75,368.05434782608694,-17.010869565217376,-671.3478260869565,488.44565217391306,-150.09782608695653,300.48913043478274,,-674.7282608695652,-524.3369565217391,-814.1630434782609,5206.989130434783,-192.9673913043478,-92.69565217391305,4107.163043478261,4071.2717391304345,,4071.2717391304345,22.75,4094.0217391304345
2017-08-18,51.92,6692408,52.26,52.415,51.9,810.0,368.60869565217394,-20.52173913043478,-676.695652173913,481.3913043478261,-150.69565217391303,273.47826086956525,,-659.9565217391304,-537.1739130434783,-814.8260869565217,5312.478260869565,-194.43478260869566,-94.3913043478261,4208.826086956522,4153.04347826087,,4153.04347826087,23.0,4176.04347826087
2017-08-21,51.98,5190770,52.0,52.08,51.5,813.75,370.2717391304348,-31.05434782608694,-692.7391304347826,460.22826086956525,-152.48913043478262,192.445652173913,,-615.641304347826,-575.6847826086956,-816.8152173913044,5628.945652173913,-198.83695652173913,-99.47826086956522,4513.815217391305,4398.358695652174,,4398.358695652174,23.75,4422.108695652174
2017-08-22,52.35,4436862,52.21,52.62,52.21,815.0,370.82608695652175,-34.565217391304344,-698.0869565217391,453.1739130434783,-153.08695652173913,165.43478260869574,,-600.8695652173913,-588.5217391304348,-817.4782608695652,5734.434782608696,-200.30434782608697,-101.17391304347827,4615.478260869566,4480.130434782609,,4480.130434782609,24.0,4504.130434782609
2017-08-23,52.23,5258709,52.3,52.405,51.78,816.25,371.3804347826087,-38.07608695652172,-703.4347826086956,446.1195652173913,-153.68478260869566,138.42391304347825,,-586.0978260869565,-601.3586956521739,-818.1413043478261,5839.923913043478,-201.77173913043478,-102.8695652173913,4717.141304347826,4561.902173913043,,4561.902173913043,24.25,4586.152173913043
2017-08-24,52.49,6197220,52.37,52.71,52.26,817.5,371.9347826086956,-41.586956521739125,-708.7826086956522,439.0652173913044,-154.2826086956522,111.41304347826099,,-571.3260869565217,-614.1956521739131,-818.804347826087,5945.413043478261,-203.23913043478262,-104.56521739130434,4818.804347826087,4643.673913043478,,4643.673913043478,24.5,4668.173913043478
2017-08-25,52.03,8680526,52.78,52.8545,52.02,818.75,372.4891304347826,-45.0978260869565,-714.1304347826087,432.01086956521743,-154.8804347826087,84.4021739130435,,-556.5543478260869,-627.0326086956522,-819.4673913043479,6050.902173913044,-204.70652173913044,-106.26086956521739,4920.467391304348,4725.445652173913,,4725.445652173913,24.75,4750.195652173913
2017-08-28,51.81,4510636,51.77,51.81,51.46,822.5,374.1521739130435,-55.63043478260869,-730.1739130434783,410.84782608695656,-156.67391304347825,3.369565217391255,,-512.2391304347826,-665.5434782608696,-821.4565217391304,6367.369565217391,-209.10869565217394,-111.34782608695652,5225.456521739131,4970.760869565217,,4970.760869565217,25.5,4996.260869565217
2017-08-29,51.81,4972386,51.31,51.86,51.28,823.75,374.70652173913044,-59.141304347826065,-735.5217391304348,403.79347826086956,-157.27173913043478,-23.641304347826008,,-497.46739130434776,-678.3804347826087,-822.1195652173913,6472.858695652174,-210.57608695652175,-113.04347826086956,5327.119565217392,5052.532608695652,,5052.532608695652,25.75,5078.282608695652
2017-08-30,52.12,4869276,51.75,52.286,51.56,825.0,375.2608695652174,-62.65217391304347,-740.8695652173913,396.7391304347826,-157.8695652173913,-50.6521739130435,,-482.695652173913,-691.2173913043479,-822.7826086956521,6578.347826086957,-212.04347826086956,-114.73913043478261,5428.782608695652,5134.304347826087,,5134.304347826087,26.0,5160.304347826087
2017-08-31,52.27,8215456,52.26,52.59,52.12,826.25,375.8152173913044,-66.16304347826085,-746.2173913043478,389.6847826086957,-158.4673913043478,-77.66304347826076,,-467.92391304347825,-704.054347826087,-823.445652173913,6683.836956521739,-213.51086956521738,-116.43478260869566,5530.445652173913,5216.076086956522,,5216.076086956522,26.25,5242.326086956522
2017-09-01,52.05,5301713,52.53,52.77,51.925,827.5,376.3695652173913,-69.67391304347825,-751.5652173913043,382.63043478260875,-159.06521739130434,-104.67391304347825,,-453.1521739130435,-716.8913043478261,-824.1086956521739,6789.326086956522,-214.97826086956522,-118.13043478260869,5632.108695652174,5297.847826086956,,5297.847826086956,26.5,5324.347826086956
2017-09-05,50.03,17923420,51.86,51.9,49.83,832.5,378.5869565217391,-83.71739130434781,-772.9565217391305,354.4130434782609,-161.45652173913044,-212.71739130434776,,-394.06521739130426,-768.2391304347826,-826.7608695652174,7211.282608695652,-220.84782608695653,-124.91304347826087,6038.760869565218,5624.934782608696,,5624.934782608696,27.5,5652.434782608696
2017-09-06,50.45,16196880,50.19,50.77,49.83,833.75,379.14130434782606,-87.22826086956522,-778.304347826087,347.35869565217394,-162.05434782608694,-239.72826086956525,,-379.2934782608695,-781.0760869565217,-827.4239130434783,7316.771739130435,-222.31521739130437,-126.6086956521739,6140.423913043479,5706.70652173913,,5706.70652173913,27.75,5734.45652173913
2017-09-07,50.38,10034910,50.56,50.69,50.25,835.0,379.69565217391306,-90.7391304347826,-783.6521739130435,340.304347826087,-162.65217391304347,-266.7391304347825,,-364.52173913043475,-793.9130434782609,-828.0869565217391,7422.260869565217,-223.7826086956522,-128.30434782608694,6242.08695652174,5788.478260869565,,5788.478260869565,28.0,5816.478260869565
2017-09-08,49.64,12502270,50.35,50.45,48.92,836.25,380.25,-94.25,-789.0,333.25000000000006,-163.25,-293.75,,-349.75,-806.75,-828.75,7527.75,-225.25,-130.0,6343.75,5870.25,,5870.25,28.25,5898.5
2017-09-11,50.57,7471396,49.94,50.67,49.91,840.0,381.9130434782609,-104.78260869565216,-805.0434782608695,312.0869565217392,-165.04347826086956,-374.782608695652,,-305.4347826086955,-845.2608695652174,-830.7391304347826,7844.217391304348,-229.6521739130435,-135.08695652173913,6648.739130434783,6115.565217391304,,6115.565217391304,29.0,6144.565217391304
2017-09-12,50.9,4517672,50.6,51.07,50.52,841.25,382.4673913043478,-108.29347826086956,-810.391304347826,305.03260869565224,-165.6413043478261,-401.7934782608695,,-290.66304347826076,-858.0978260869565,-831.4021739130435,7949.70652173913,-231.1195652173913,-136.7826086956522,6750.402173913044,6197.336956521739,,6197.336956521739,29.25,6226.586956521739
2017-09-13,51.01,6183107,50.8,51.1054,50.72,842.5,383.02173913043475,-111.80434782608694,-815.7391304347825,297.97826086956525,-166.23913043478262,-428.804347826087,,-275.891304347826,-870.9347826086956,-832.0652173913044,8055.195652173913,-232.58695652173913,-138.47826086956522,6852.065217391305,6279.108695652174,,6279.108695652174,29.5,6308.608695652174
2017-09-14,51.48,7740281,50.97,51.59,50.67,843.75,383.57608695652175,-115.31521739130432,-821.0869565217391,290.92391304347825,-166.83695652173913,-455.81521739130426,,-261.11956521739125,-883.7717391304349,-832.7282608695652,8160.684782608696,-234.05434782608697,-140.17391304347825,6953.728260869566,6360.880434782609,,6360.880434782609,29.75,6390.630434782609
2017-09-15,52.19,13168570,51.95,52.29,51.44,845.0,384.1304347826087,-118.82608695652175,-826.4347826086956,283.86956521739137,-167.43478260869566,-482.8260869565215,,-246.3478260869565,-896.608695652174,-833.3913043478261,8266.173913043478,-235.52173913043478,-141.8695652173913,7055.391304347826,6442.652173913043,,6442.652173913043,30.0,6472.652173913043
2017-09-18,52.25,6001199,52.24,52.37,51.955,848.75,385.79347826086956,-129.35869565217388,-842.4782608695652,262.7065217391305,-169.22826086956522,-563.858695652174,,-202.03260869565224,-935.1195652173914,-835.3804347826087,8582.641304347826,-239.92391304347825,-146.95652173913044,7360.380434782609,6687.967391304348,,6687.967391304348,30.75,6718.717391304348
2017-09-19,52.3,4930412,52.4,52.5,52.06,850.0,386.3478260869565,-132.8695652173913,-847.8260869565217,255.6521739130435,-169.82608695652175,-590.869565217391,,-187.26086956521726,-947.9565217391305,-836.0434782608695,8688.130434782608,-241.3913043478261,-148.65217391304347,7462.04347826087,6769.739130434782,,6769.739130434782,31.0,6800.739130434782
2017-09-20,51.98,8349707,52.43,52.52,51.48,851.25,386.9021739130435,-136.3804347826087,-853.1739130434783,248.5978260869565,-170.42391304347825,-617.8804347826085,,-172.4891304347825,-960.7934782608695,-836.7065217391304,8793.619565217392,-242.85869565217394,-150.34782608695653,7563.70652173913,6851.510869565217,,6851.510869565217,31.25,6882.760869565217
2017-09-21,52.03,5749601,51.86,52.2,51.71,852.5,387.45652173913044,-139.89130434782606,-858.5217391304348,241.54347826086962,-171.02173913043478,-644.891304347826,,-157.71739130434776,-973.6304347826087,-837.3695652173913,8899.108695652174,-244.32608695652175,-152.04347826086956,7665.369565217392,6933.282608695652,,6933.282608695652,31.5,6964.782608695652
2017-09-22,52.09,4105088,51.82,52.23,51.78,853.75,388.0108695652174,-143.40217391304344,-863.8695652173913,234.48913043478262,-171.6195652173913,-671.9021739130435,,-142.945652173913,-986.4673913043478,-838.0326086956521,9004.597826086956,-245.79347826086956,-153.7391304347826,7767.032608695652,7015.054347826087,,7015.054347826087,31.75,7046.804347826087
2017-09-25,51.62,8177978,51.9,52.285,51.61,857.5,389.67391304347825,-153.93478260869563,-879.9130434782609,213.32608695652175,-173.41304347826087,-752.9347826086955,,-98.63043478260875,-1024.9782608695652,-840.0217391304348,9321.065217391304,-250.19565217391306,-158.82608695652175,8072.021739130436,7260.369565217391,,7260.369565217391,32.5,7292.869565217391
2017-09-26,51.13,9378531,51.75,51.87,50.85,858.75,390.22826086956525,-157.445652173913,-885.2608695652174,206.27173913043487,-174.01086956521738,-779.945652173913,,-83.85869565217376,-1037.8152173913045,-840.6847826086956,9426.554347826088,-251.66304347826087,-160.52173913043478,8173.684782608696,7342.141304347826,,7342.141304347826,32.75,7374.891304347826
2017-09-27,51.55,8200472,51.43,51.61,51.1526,860.0,390.7826086956522,-160.95652173913044,-890.6086956521739,199.21739130434787,-174.6086956521739,-806.9565217391305,,-69.08695652173901,-1050.6521739130435,-841.3478260869565,9532.04347826087,-253.1304347826087,-162.2173913043478,8275.347826086956,7423.913043478261,,7423.913043478261,33.0,7456.913043478261
2017-09-28,51.75,5732672,51.38,52.04,51.31,861.25,391.3369565217391,-164.4673913043478,-895.9565217391305,192.16304347826087,-175.20652173913044,-833.967391304348,,-54.31521739130426,-1063.4891304347827,-842.0108695652174,9637.532608695652,-254.59782608695653,-163.91304347826087,8377.010869565218,7505.684782608696,,7505.684782608696,33.25,7538.934782608696
2017-09-29,51.84,5352439,51.91,52.0447,51.62,862.5,391.89130434782606,-167.9782608695652,-901.304347826087,185.108695652174,-175.80434782608694,-860.978260869565,,-39.543478260869506,-1076.3260869565217,-842.6739130434783,9743.021739130434,-256.0652173913044,-165.6086956521739,8478.673913043478,7587.45652173913,,7587.45652173913,33.5,7620.95652173913
2017-10-02,51.88,4432695,52.09,52.16,51.7,857.4347826086956,393.04347826086956,-170.27173913043478,-884.7173913043479,195.48913043478262,-177.67391304347825,-703.8152173913044,,-4.130434782608695,-885.6195652173913,-843.9673913043479,9845.79347826087,-257.80434782608694,-168.66304347826087,8575.358695652174,7885.228260869565,,7885.228260869565,33.84782608695652,7919.076086956522
2017-10-03,52.02,4377755,51.99,52.22,51.65,849.8695652173913,393.0869565217391,-165.54347826086956,-857.4347826086956,219.97826086956522,-178.34782608695653,-492.6304347826087,,1.7391304347826093,-669.2391304347826,-843.9347826086956,9737.58695652174,-256.60869565217394,-168.32608695652175,8468.717391304348,8019.45652173913,,8019.45652173913,33.69565217391305,8053.152173913044
2017-10-04,51.96,4528218,51.93,52.12,51.67,842.304347826087,393.1304347826087,-160.81521739130434,-830.1521739130435,244.4673913043478,-179.02173913043478,-281.445652173913,,7.608695652173914,-452.858695652174,-843.9021739130435,9629.380434782608,-255.41304347826087,-167.9891304347826,8362.076086956522,8153.684782608696,,8153.684782608696,33.54347826086956,8187.228260869565
2017-10-05,52.35,5178780,52.17,52.43,51.96,834.7391304347826,393.17391304347825,-156.08695652173913,-802.8695652173913,268.95652173913044,-179.69565217391303,-70.26086956521738,,13.478260869565219,-236.47826086956525,-843.8695652173913,9521.173913043478,-254.2173913043478,-167.65217391304347,8255.434782608696,8287.91304347826,,8287.91304347826,33.391304347826086,8321.304347826088
2017-10-06,52.49,4789097,52.16,52.63,52.16,827.1739130434783,393.2173913043478,-151.3586956521739,-775.5869565217391,293.44565217391306,-180.3695652173913,140.92391304347825,,19.347826086956523,-20.097826086956502,-843.8369565217391,9412.967391304348,-253.02173913043478,-167.31521739130434,8148.79347826087,8422.141304347826,,8422.141304347826,33.23913043478261,8455.380434782608
2017-10-09,52.88,5817075,52.68,52.9799,52.38,804.4782608695652,393.3478260869565,-137.17391304347825,-693.7391304347826,366.9130434782609,-182.3913043478261,774.4782608695652,,36.95652173913044,629.0434782608695,-843.7391304347826,9088.347826086956,-249.43478260869566,-166.30434782608697,7828.869565217391,8824.826086956522,,8824.826086956522,32.78260869565217,8857.608695652174
2017-10-10,53.87,8750884,52.95,53.9,52.9,796.9130434782609,393.39130434782606,-132.44565217391303,-666.4565217391304,391.4021739130435,-183.06521739130434,985.663043478261,,42.82608695652174,845.4239130434783,-843.7065217391304,8980.141304347826,-248.23913043478262,-165.9673913043478,7722.228260869565,8959.054347826088,,8959.054347826088,32.630434782608695,8991.684782608696
2017-10-11,54.12,9426613,53.79,54.38,53.66,789.3478260869565,393.4347826086956,-127.71739130434781,-639.1739130434783,415.8913043478261,-183.7391304347826,1196.8478260869565,,48.69565217391305,1061.804347826087,-843.6739130434783,8871.934782608696,-247.04347826086956,-165.6304347826087,7615.586956521739,9093.282608695652,,9093.282608695652,32.47826086956522,9125.760869565218
2017-10-12,53.0,7128581,53.88,54.175,52.96,781.7826086956521,393.4782608695652,-122.9891304347826,-611.891304347826,440.3804347826087,-184.41304347826087,1408.032608695652,,54.565217391304344,1278.1847826086955,-843.6413043478261,8763.728260869566,-245.84782608695653,-165.29347826086956,7508.945652173913,9227.510869565218,,9227.510869565218,32.32608695652174,9259.83695652174
