Date,Close/Last,Volume,Open,High,Low,Net Income/Starting Line,Depreciation & Amortization,Non-Cash Items,Change in Working Capital,Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Change in Long Term Investment,Net Cash From Acquisitions & Divestitures,Other Investing Activities,Cash from Investing Activities,Dividends Paid,Cash From (Repayment of) Debt,Cash From (Repurchase of) Equity,Other Financing Activities,Cash from Financing Activities,Net Cash Before Disc. Operations and FX,Change in Cash from Disc. Operations and Other,Net Cash Before FX,Effect of Foreign Exchange Rates,Net Changes in Cash
2019-06-27,75.43,11151880,75.34,75.9,75.17,680.8021978021977,345.35164835164835,-164.96703296703296,-86.43956043956052,774.7472527472528,-169.2087912087912,93.31868131868131,,-35.0,-110.8901098901099,-751.9120879120879,-0.2637362637362637,98.8901098901099,-45.351648351648365,-698.6373626373627,-34.780219780219795,-25.0,-11.97802197802207,2.7362637362637363,-9.241758241758134
2019-06-28,76.07,29217470,75.66,76.44,74.81,676.3516483516484,345.2637362637363,-163.72527472527472,-78.32967032967031,779.5604395604396,-169.4065934065934,93.98901098901098,,-35.0,-110.41758241758242,-751.934065934066,-0.197802197802198,111.41758241758248,-44.26373626373628,-684.9780219780221,-15.835164835164733,-25.0,7.516483516483277,2.802197802197802,10.318681318681456
2019-07-01,77.52,17705710,80.67,80.76,77.08,663.0,345.0,-160.0,-54.0,794.0,-170.0,96.0,,-35.0,-109.0,-752.0,0.0,149.0,-41.0,-644.0,41.0,-25.0,66.0,3.0,69.0
2019-07-02,77.01,7079400,77.28,77.48,76.62,679.1521739130435,345.0869565217391,-124.52173913043478,-60.98913043478261,838.7282608695652,-170.84782608695653,95.3695652173913,,-34.59782608695652,-110.07608695652173,-752.0326086956521,0.010869565217391304,147.57608695652175,-42.5,-646.945652173913,81.70652173913044,-25.0,106.43478260869566,2.989130434782609,109.42391304347825
2019-07-03,76.63,5290377,77.07,77.23,76.05,695.304347826087,345.17391304347825,-89.04347826086956,-67.97826086956522,883.4565217391305,-171.69565217391303,94.73913043478261,,-34.19565217391305,-111.15217391304348,-752.0652173913044,0.021739130434782608,146.15217391304347,-44.0,-649.8913043478261,122.41304347826087,-25.0,146.8695652173913,2.9782608695652173,149.8478260869565
2019-07-05,76.66,9220821,74.2,76.72,74.1,727.6086956521739,345.3478260869565,-18.086956521739125,-81.95652173913044,972.9130434782609,-173.3913043478261,93.47826086956522,,-33.391304347826086,-113.30434782608695,-752.1304347826087,0.043478260869565216,143.30434782608697,-47.0,-655.7826086956521,203.82608695652175,-25.0,227.7391304347826,2.9565217391304346,230.69565217391303
2019-07-08,76.63,7924854,75.98,77.03,75.93,776.0652173913044,345.60869565217394,88.34782608695653,-102.92391304347825,1107.0978260869565,-175.93478260869566,91.58695652173913,,-32.184782608695656,-116.53260869565217,-752.2282608695652,0.07608695652173914,139.0326086956522,-51.5,-664.6195652173913,325.94565217391306,-25.0,349.04347826086956,2.9239130434782608,351.9673913043478
2019-07-09,76.55,7506644,76.44,76.84,75.84,792.2173913043478,345.69565217391306,123.82608695652175,-109.91304347826087,1151.8260869565217,-176.7826086956522,90.95652173913044,,-31.782608695652172,-117.6086956521739,-752.2608695652174,0.08695652173913043,137.6086956521739,-53.0,-667.5652173913044,366.6521739130435,-25.0,389.4782608695652,2.9130434782608696,392.39130434782606
2019-07-10,74.36,15075740,76.83,76.91,74.08,808.3695652173913,345.7826086956522,159.304347826087,-116.90217391304347,1196.554347826087,-177.6304347826087,90.32608695652173,,-31.380434782608695,-118.68478260869566,-752.2934782608696,0.09782608695652173,136.18478260869566,-54.5,-670.5108695652174,407.35869565217394,-25.0,429.9130434782608,2.9021739130434785,432.8152173913043
2019-07-11,73.71,14298370,74.52,75.78,73.299,824.5217391304348,345.8695652173913,194.7826086956522,-123.89130434782608,1241.2826086956522,-178.47826086956522,89.69565217391305,,-30.97826086956522,-119.76086956521739,-752.3260869565217,0.10869565217391304,134.76086956521738,-56.0,-673.4565217391304,448.0652173913044,-25.0,470.3478260869565,2.891304347826087,473.23913043478257
2019-07-12,74.9,8028070,74.25,74.98,73.66,840.6739130434783,345.95652173913044,230.26086956521738,-130.8804347826087,1286.0108695652175,-179.32608695652175,89.06521739130434,,-30.57608695652174,-120.83695652173913,-752.3586956521739,0.11956521739130435,133.33695652173913,-57.5,-676.4021739130435,488.7717391304348,-25.0,510.78260869565213,2.880434782608696,513.6630434782608
2019-07-15,75.43,8898617,75.15,75.9,74.79,889.1304347826087,346.2173913043478,336.69565217391306,-151.8478260869565,1420.195652173913,-181.8695652173913,87.17391304347827,,-29.369565217391305,-124.06521739130434,-752.4565217391304,0.15217391304347827,129.06521739130434,-62.0,-685.2391304347826,610.8913043478261,-25.0,632.0869565217391,2.8478260869565215,634.9347826086956
2019-07-16,75.67,9909569,75.11,76.5,74.55,905.2826086956521,346.30434782608694,372.17391304347825,-158.83695652173913,1464.9239130434783,-182.7173913043478,86.54347826086956,,-28.967391304347828,-125.1413043478261,-752.4891304347826,0.16304347826086957,127.6413043478261,-63.5,-688.1847826086956,651.5978260869565,-25.0,672.5217391304348,2.8369565217391304,675.3586956521739
2019-07-17,75.76,20602290,78.57,79.4,75.71,921.4347826086956,346.39130434782606,407.6521739130435,-165.82608695652175,1509.6521739130435,-183.56521739130434,85.91304347826087,,-28.565217391304348,-126.21739130434783,-752.5217391304348,0.17391304347826086,126.21739130434783,-65.0,-691.1304347826087,692.304347826087,-25.0,712.9565217391304,2.8260869565217392,715.7826086956521
2019-07-18,74.37,12585090,74.97,75.35,74.05,937.5869565217391,346.4782608695652,443.13043478260875,-172.81521739130434,1554.3804347826087,-184.41304347826087,85.28260869565217,,-28.163043478260867,-127.29347826086956,-752.554347826087,0.18478260869565216,124.79347826086956,-66.5,-694.0760869565217,733.0108695652175,-25.0,753.391304347826,2.8152173913043477,756.2065217391304
2019-07-19,75.0,14477780,74.42,75.71,74.42,953.7391304347825,346.5652173913044,478.608695652174,-179.80434782608694,1599.108695652174,-185.26086956521738,84.65217391304348,,-27.76086956521739,-128.3695652173913,-752.5869565217391,0.19565217391304346,123.3695652173913,-68.0,-697.0217391304348,773.7173913043479,-25.0,793.8260869565216,2.8043478260869565,796.6304347826086
2019-07-22,75.95,9645759,75.06,76.62,75.06,1002.195652173913,346.82608695652175,585.0434782608696,-200.77173913043478,1733.2934782608695,-187.80434782608697,82.76086956521739,,-26.554347826086957,-131.59782608695653,-752.6847826086956,0.22826086956521738,119.09782608695652,-72.5,-705.8586956521739,895.8369565217392,-25.0,915.1304347826086,2.7717391304347827,917.9021739130434
2019-07-23,74.12,14420370,75.34,75.59,73.31,1018.3478260869565,346.9130434782609,620.5217391304348,-207.76086956521738,1778.0217391304348,-188.65217391304347,82.13043478260869,,-26.152173913043477,-132.67391304347825,-752.7173913043479,0.2391304347826087,117.67391304347825,-74.0,-708.804347826087,936.5434782608696,-25.0,955.5652173913043,2.760869565217391,958.3260869565216
2019-07-24,75.87,14012730,74.01,76.42,73.68,1034.5,347.0,656.0,-214.75,1822.75,-189.5,81.5,,-25.75,-133.75,-752.75,0.25,116.25,-75.5,-711.75,977.25,-25.0,995.9999999999999,2.75,998.7499999999999
2019-07-25,75.35,7299472,75.84,76.14,75.0965,1050.6521739130435,347.0869565217391,691.4782608695652,-221.7391304347826,1867.4782608695652,-190.34782608695653,80.86956521739131,,-25.347826086956523,-134.82608695652175,-752.7826086956521,0.2608695652173913,114.82608695652173,-77.0,-714.695652173913,1017.9565217391305,-25.0,1036.4347826086955,2.739130434782609,1039.1739130434783
2019-07-26,75.22,8262592,75.11,75.85,74.85,1066.804347826087,347.17391304347825,726.9565217391305,-228.72826086956522,1912.2065217391305,-191.19565217391303,80.23913043478261,,-24.945652173913043,-135.90217391304347,-752.8152173913044,0.2717391304347826,113.40217391304347,-78.5,-717.6413043478261,1058.663043478261,-25.0,1076.8695652173913,2.7282608695652173,1079.5978260869565
2019-07-29,74.97,8237515,75.16,76.32,74.67,1115.2608695652175,347.4347826086956,833.3913043478261,-249.69565217391303,2046.391304347826,-193.73913043478262,78.34782608695652,,-23.73913043478261,-139.1304347826087,-752.9130434782609,0.30434782608695654,109.13043478260869,-83.0,-726.4782608695652,1180.7826086956522,-25.0,1198.1739130434783,2.6956521739130435,1200.8695652173913
2019-07-30,74.81,7397857,74.58,75.07,74.36,1131.4130434782608,347.5217391304348,868.8695652173913,-256.6847826086956,2091.119565217391,-194.58695652173913,77.71739130434783,,-23.336956521739133,-140.20652173913044,-752.945652173913,0.31521739130434784,107.70652173913044,-84.5,-729.4239130434783,1221.4891304347827,-25.0,1238.6086956521738,2.6847826086956523,1241.2934782608695
2019-07-31,73.16,14052750,74.83,75.28,72.757,1147.5652173913043,347.60869565217394,904.3478260869565,-263.67391304347825,2135.8478260869565,-195.43478260869566,77.08695652173913,,-22.934782608695652,-141.2826086956522,-752.9782608695652,0.32608695652173914,106.28260869565217,-86.0,-732.3695652173913,1262.195652173913,-25.0,1279.0434782608695,2.6739130434782608,1281.7173913043478
2019-08-01,71.2,29729750,68.88,73.71,68.25,1163.7173913043478,347.69565217391306,939.8260869565217,-270.6630434782609,2180.576086956522,-196.2826086956522,76.45652173913044,,-22.532608695652172,-142.3586956521739,-753.0108695652174,0.33695652173913043,104.8586956521739,-87.5,-735.3152173913044,1302.9021739130435,-25.0,1319.478260869565,2.6630434782608696,1322.141304347826
2019-08-02,71.15,12649400,70.44,71.525,70.0102,1179.8695652173913,347.7826086956522,975.304347826087,-277.6521739130435,2225.304347826087,-197.1304347826087,75.82608695652173,,-22.130434782608695,-143.43478260869566,-753.0434782608696,0.34782608695652173,103.43478260869566,-89.0,-738.2608695652174,1343.608695652174,-25.0,1359.9130434782608,2.6521739130434785,1362.5652173913043
2019-08-05,68.8,13071790,69.97,70.84,68.56,1228.3260869565215,348.04347826086956,1081.7391304347827,-298.61956521739125,2359.489130434783,-199.67391304347825,73.93478260869566,,-20.923913043478258,-146.66304347826087,-753.1413043478261,0.3804347826086956,99.16304347826087,-93.5,-747.0978260869565,1465.7282608695652,-25.0,1481.2173913043478,2.619565217391304,1483.836956521739
2019-08-06,68.17,13189860,69.52,69.93,67.38,1244.478260869565,348.1304347826087,1117.217391304348,-305.6086956521739,2404.217391304348,-200.52173913043478,73.30434782608695,,-20.52173913043478,-147.7391304347826,-753.1739130434783,0.3913043478260869,97.7391304347826,-95.0,-750.0434782608695,1506.4347826086957,-25.0,1521.6521739130433,2.608695652173913,1524.2608695652173
2019-08-07,69.4,8934864,67.26,69.6,67.12,1260.6304347826085,348.2173913043478,1152.695652173913,-312.5978260869565,2448.945652173913,-201.3695652173913,72.67391304347827,,-20.119565217391305,-148.81521739130434,-753.2065217391304,0.40217391304347827,96.31521739130434,-96.5,-752.9891304347826,1547.1413043478262,-25.0,1562.086956521739,2.5978260869565215,1564.6847826086955
2019-08-08,71.26,8367865,69.56,71.35,69.35,1276.782608695652,348.30434782608694,1188.1739130434783,-319.5869565217391,2493.673913043478,-202.2173913043478,72.04347826086956,,-19.717391304347828,-149.8913043478261,-753.2391304347826,0.41304347826086957,94.8913043478261,-98.0,-755.9347826086956,1587.8478260869565,-25.0,1602.5217391304348,2.5869565217391304,1605.1086956521738
2019-08-09,71.5,8702158,70.51,72.185,70.19,1292.9347826086955,348.39130434782606,1223.6521739130435,-326.57608695652175,2538.4021739130435,-203.06521739130434,71.41304347826087,,-19.315217391304348,-150.9673913043478,-753.2717391304348,0.42391304347826086,93.46739130434781,-99.5,-758.8804347826087,1628.554347826087,-25.0,1642.9565217391303,2.5760869565217392,1645.532608695652
2019-08-12,69.8,7364325,71.0,71.4799,69.73,1341.391304347826,348.6521739130435,1330.0869565217392,-347.54347826086956,2672.586956521739,-205.6086956521739,69.52173913043478,,-18.108695652173914,-154.19565217391303,-753.3695652173913,0.45652173913043476,89.19565217391303,-104.0,-767.7173913043479,1750.6739130434785,-25.0,1764.2608695652173,2.5434782608695654,1766.8043478260868
2019-08-13,72.18,10320090,69.89,72.47,69.31,1357.5434782608695,348.7391304347826,1365.5652173913045,-354.5326086956522,2717.3152173913045,-206.45652173913044,68.8913043478261,,-17.706521739130434,-155.27173913043478,-753.4021739130435,0.46739130434782605,87.77173913043478,-105.5,-770.6630434782609,1791.3804347826087,-25.0,1804.695652173913,2.532608695652174,1807.228260869565
2019-08-14,70.88,10337330,70.64,71.89,70.55,1373.695652173913,348.82608695652175,1401.0434782608695,-361.52173913043475,2762.0434782608695,-207.30434782608694,68.26086956521739,,-17.304347826086957,-156.3478260869565,-753.4347826086956,0.4782608695652174,86.34782608695652,-107.0,-773.6086956521739,1832.0869565217392,-25.0,1845.1304347826085,2.5217391304347827,1847.6521739130433
2019-08-15,71.16,9122466,71.44,72.19,70.59,1389.8478260869565,348.9130434782609,1436.5217391304348,-368.5108695652174,2806.771739130435,-208.15217391304347,67.63043478260869,,-16.902173913043477,-157.42391304347825,-753.4673913043479,0.4891304347826087,84.92391304347825,-108.5,-776.554347826087,1872.7934782608697,-25.0,1885.5652173913043,2.510869565217391,1888.0760869565215
2019-08-16,73.28,10404360,71.85,73.41,71.73,1406.0,349.0,1472.0,-375.5,2851.5,-209.0,67.0,,-16.5,-158.5,-753.5,0.5,83.5,-110.0,-779.5,1913.5,-25.0,1925.9999999999998,2.5,1928.4999999999998
2019-08-19,74.87,9690401,74.58,75.53,74.14,1454.4565217391305,349.2608695652174,1578.4347826086957,-396.4673913043478,2985.6847826086955,-211.54347826086956,65.1086956521739,,-15.293478260869566,-161.72826086956522,-753.5978260869565,0.532608695652174,79.22826086956522,-114.5,-788.3369565217391,2035.6195652173915,-25.0,2047.3043478260868,2.467391304347826,2049.771739130435
2019-08-20,76.07,9390323,74.57,76.435,74.33,1470.608695652174,349.3478260869565,1613.913043478261,-403.45652173913044,3030.413043478261,-212.3913043478261,64.47826086956522,,-14.891304347826086,-162.80434782608694,-753.6304347826087,0.5434782608695652,77.80434782608695,-116.0,-791.2826086956522,2076.326086956522,-25.0,2087.7391304347825,2.4565217391304346,2090.195652173913
2019-08-21,76.7,11005470,76.5,77.19,75.99,1486.7608695652173,349.4347826086956,1649.3913043478262,-410.445652173913,3075.141304347826,-213.23913043478262,63.84782608695652,,-14.48913043478261,-163.8804347826087,-753.6630434782609,0.5543478260869565,76.38043478260869,-117.5,-794.2282608695652,2117.0326086956525,-25.0,2128.173913043478,2.4456521739130435,2130.619565217391
2019-08-22,77.15,7199830,76.91,77.95,76.6,1502.9130434782608,349.5217391304348,1684.8695652173915,-417.4347826086956,3119.8695652173915,-214.08695652173913,63.21739130434783,,-14.086956521739129,-164.95652173913044,-753.695652173913,0.5652173913043478,74.95652173913042,-119.0,-797.1739130434783,2157.739130434783,-25.0,2168.6086956521735,2.4347826086956523,2171.0434782608695
2019-08-23,73.52,16481000,76.12,79.1,73.22,1519.0652173913043,349.60869565217394,1720.3478260869565,-424.42391304347825,3164.5978260869565,-214.93478260869566,62.58695652173913,,-13.684782608695652,-166.03260869565216,-753.7282608695652,0.5760869565217391,73.53260869565217,-120.5,-800.1195652173913,2198.445652173913,-25.0,2209.0434782608695,2.4239130434782608,2211.4673913043475
2019-08-26,72.91,11157100,74.9,75.09,72.52,1567.5217391304348,349.8695652173913,1826.7826086956522,-445.39130434782606,3298.782608695652,-217.47826086956522,60.69565217391304,,-12.478260869565219,-169.26086956521738,-753.8260869565217,0.6086956521739131,69.26086956521739,-125.0,-808.9565217391305,2320.5652173913045,-25.0,2330.3478260869565,2.391304347826087,2332.7391304347825
2019-08-27,73.97,7305375,73.68,74.38,73.2,1583.673913043478,349.95652173913044,1862.2608695652175,-452.3804347826087,3343.5108695652175,-218.32608695652175,60.065217391304344,,-12.076086956521738,-170.33695652173913,-753.8586956521739,0.6195652173913043,67.83695652173913,-126.5,-811.9021739130435,2361.271739130435,-25.0,2370.782608695652,2.380434782608696,2373.1630434782605
2019-08-28,74.35,5679043,73.79,74.88,72.91,1599.8260869565215,350.04347826086956,1897.7391304347825,-459.3695652173913,3388.2391304347825,-219.17391304347825,59.43478260869565,,-11.673913043478262,-171.41304347826087,-753.8913043478261,0.6304347826086957,66.41304347826086,-128.0,-814.8478260869565,2401.9782608695655,-25.0,2411.2173913043475,2.369565217391304,2413.586956521739
2019-08-29,76.45,7348577,75.22,77.025,75.22,1615.978260869565,350.1304347826087,1933.217391304348,-466.3586956521739,3432.967391304348,-220.02173913043478,58.80434782608695,,-11.271739130434781,-172.4891304347826,-753.9239130434783,0.6413043478260869,64.98913043478261,-129.5,-817.7934782608695,2442.684782608696,-25.0,2451.6521739130435,2.358695652173913,2454.010869565217
2019-08-30,77.77,8465646,77.18,78.05,77.0,1632.1304347826085,350.2173913043478,1968.695652173913,-473.3478260869565,3477.695652173913,-220.8695652173913,58.17391304347826,,-10.869565217391305,-173.56521739130434,-753.9565217391304,0.6521739130434783,63.565217391304344,-131.0,-820.7391304347826,2483.391304347826,-25.0,2492.086956521739,2.3478260869565215,2494.4347826086955
2019-09-03,75.12,7580872,76.77,76.99,74.7,1696.7391304347825,350.5652173913044,2110.608695652174,-501.30434782608694,3656.608695652174,-224.26086956521738,55.65217391304348,,-9.26086956521739,-177.8695652173913,-754.0869565217391,0.6956521739130435,57.8695652173913,-137.0,-832.5217391304348,2646.217391304348,-25.0,2653.8260869565215,2.3043478260869565,2656.1304347826085
2019-09-04,77.09,4923888,75.99,77.12,75.63,1712.891304347826,350.6521739130435,2146.086956521739,-508.29347826086956,3701.336956521739,-225.1086956521739,55.02173913043478,,-8.858695652173914,-178.94565217391303,-754.1195652173913,0.7065217391304348,56.44565217391303,-138.5,-835.4673913043478,2686.9239130434785,-25.0,2694.260869565217,2.2934782608695654,2696.554347826087
2019-09-05,78.99,13480670,77.89,80.44,77.89,1729.0434782608695,350.7391304347826,2181.5652173913045,-515.2826086956521,3746.0652173913045,-225.95652173913044,54.391304347826086,,-8.456521739130434,-180.02173913043478,-754.1521739130435,0.717391304347826,55.02173913043478,-140.0,-838.4130434782609,2727.630434782609,-25.0,2734.695652173913,2.282608695652174,2736.978260869565
2019-09-06,78.84,5127957,78.96,79.079,78.44,1745.195652173913,350.82608695652175,2217.0434782608695,-522.2717391304348,3790.7934782608695,-226.80434782608694,53.76086956521739,,-8.054347826086957,-181.0978260869565,-754.1847826086956,0.7282608695652174,53.597826086956516,-141.5,-841.3586956521739,2768.3369565217395,-25.0,2775.1304347826085,2.2717391304347827,2777.4021739130435
2019-09-09,78.21,6885162,79.04,79.45,77.968,1793.6521739130433,351.0869565217391,2323.4782608695655,-543.2391304347825,3924.9782608695655,-229.34782608695653,51.869565217391305,,-6.84782608695652,-184.32608695652175,-754.2826086956521,0.7608695652173912,49.326086956521735,-146.0,-850.195652173913,2890.4565217391305,-25.0,2896.4347826086955,2.239130434782609,2898.673913043478
2019-09-10,78.71,9373881,78.03,78.875,77.34,1809.8043478260868,351.17391304347825,2358.9565217391305,-550.2282608695652,3969.7065217391305,-230.19565217391303,51.23913043478261,,-6.445652173913043,-185.40217391304347,-754.3152173913044,0.7717391304347826,47.90217391304347,-147.5,-853.1413043478261,2931.163043478261,-25.0,2936.869565217391,2.2282608695652173,2939.0978260869565
2019-09-11,79.9,6575726,78.17,79.905,78.12,1825.9565217391303,351.2608695652174,2394.434782608696,-557.2173913043478,4014.434782608696,-231.04347826086956,50.608695652173914,,-6.043478260869563,-186.4782608695652,-754.3478260869565,0.7826086956521738,46.478260869565204,-149.0,-856.0869565217391,2971.8695652173915,-25.0,2977.3043478260865,2.217391304347826,2979.5217391304345
2019-09-12,79.08,5847092,80.05,80.05,78.58,1842.1086956521738,351.3478260869565,2429.913043478261,-564.2065217391305,4059.163043478261,-231.8913043478261,49.97826086956522,,-5.641304347826086,-187.55434782608694,-754.3804347826087,0.7934782608695652,45.05434782608695,-150.5,-859.0326086956522,3012.576086956522,-25.0,3017.7391304347825,2.2065217391304346,3019.945652173913
2019-09-13,78.41,5343695,79.18,79.535,78.37,1858.2608695652173,351.4347826086956,2465.391304347826,-571.195652173913,4103.891304347826,-232.73913043478262,49.34782608695652,,-5.239130434782609,-188.6304347826087,-754.4130434782609,0.8043478260869565,43.63043478260869,-152.0,-861.9782608695652,3053.2826086956525,-25.0,3058.173913043478,2.1956521739130435,3060.369565217391
2019-09-16,78.04,3756484,77.58,78.485,76.91,1906.7173913043478,351.69565217391306,2571.826086956522,-592.1630434782609,4238.076086956522,-235.2826086956522,47.45652173913043,,-4.032608695652172,-191.8586956521739,-754.5108695652174,0.8369565217391304,39.35869565217391,-156.5,-870.8152173913044,3175.4021739130435,-25.0,3179.478260869565,2.1630434782608696,3181.641304347826
2019-09-17,78.69,4436415,77.61,78.79,77.51,1922.8695652173913,351.7826086956522,2607.304347826087,-599.1521739130435,4282.804347826087,-236.1304347826087,46.826086956521735,,-3.6304347826086953,-192.93478260869563,-754.5434782608696,0.8478260869565217,37.93478260869564,-158.0,-873.7608695652174,3216.108695652174,-25.0,3219.9130434782605,2.1521739130434785,3222.065217391304
2019-09-18,78.9,5197751,78.69,79.07,77.64,1939.0217391304348,351.8695652173913,2642.7826086956525,-606.1413043478261,4327.532608695652,-236.97826086956522,46.19565217391304,,-3.228260869565215,-194.01086956521738,-754.5760869565217,0.858695652173913,36.51086956521738,-159.5,-876.7065217391305,3256.8152173913045,-25.0,3260.347826086956,2.141304347826087,3262.4891304347825
2019-09-19,78.23,5451003,79.24,80.0,78.21,1955.173913043478,351.95652173913044,2678.2608695652175,-613.1304347826086,4372.260869565218,-237.82608695652175,45.565217391304344,,-2.826086956521735,-195.08695652173913,-754.6086956521739,0.8695652173913043,35.086956521739125,-161.0,-879.6521739130435,3297.521739130435,-25.0,3300.782608695652,2.130434782608696,3302.9130434782605
2019-09-20,76.44,9502747,78.2,78.7,76.17,1971.3260869565215,352.04347826086956,2713.7391304347825,-620.1195652173913,4416.989130434782,-238.67391304347825,44.93478260869565,,-2.423913043478258,-196.16304347826087,-754.6413043478261,0.8804347826086957,33.66304347826086,-162.5,-882.5978260869565,3338.2282608695655,-25.0,3341.2173913043475,2.119565217391304,3343.336956521739
2019-09-23,77.24,6264899,76.67,77.91,76.0564,2019.782608695652,352.30434782608694,2820.1739130434785,-641.0869565217391,4551.173913043478,-241.2173913043478,43.04347826086956,,-1.217391304347828,-199.39130434782606,-754.7391304347826,0.9130434782608695,29.39130434782608,-167.0,-891.4347826086956,3460.347826086957,-25.0,3462.5217391304345,2.0869565217391304,3464.6086956521735
2019-09-24,75.23,10446110,78.08,78.3,74.63,2035.9347826086955,352.39130434782606,2855.6521739130435,-648.0760869565217,4595.902173913044,-242.06521739130434,42.41304347826087,,-0.8152173913043441,-200.4673913043478,-754.7717391304348,0.9239130434782609,27.967391304347814,-168.5,-894.3804347826087,3501.054347826087,-25.0,3502.95652173913,2.0760869565217392,3505.032608695652
2019-09-25,77.26,5700037,75.03,77.49,74.88,2052.086956521739,352.4782608695652,2891.130434782609,-655.0652173913044,4640.630434782609,-242.91304347826087,41.78260869565217,,-0.4130434782608674,-201.54347826086956,-754.804347826087,0.9347826086956521,26.543478260869563,-170.0,-897.3260869565217,3541.7608695652175,-25.0,3543.391304347826,2.0652173913043477,3545.45652173913
2019-09-26,77.35,3803609,77.16,77.69,75.94,2068.2391304347825,352.5652173913044,2926.608695652174,-662.0543478260869,4685.358695652174,-243.76086956521738,41.15217391304348,,-0.010869565217390686,-202.6195652173913,-754.8369565217391,0.9456521739130435,25.119565217391298,-171.5,-900.2717391304348,3582.467391304348,-25.0,3583.8260869565215,2.0543478260869565,3585.8804347826085
2019-09-27,76.63,5013911,77.01,78.2,76.21,2084.391304347826,352.6521739130435,2962.086956521739,-669.0434782608695,4730.086956521739,-244.6086956521739,40.52173913043478,,0.39130434782608603,-203.69565217391303,-754.8695652173913,0.9565217391304348,23.695652173913032,-173.0,-903.2173913043478,3623.1739130434785,-25.0,3624.260869565217,2.0434782608695654,3626.3043478260865
2019-09-30,76.28,5286277,76.89,76.95,76.02,2132.847826086956,352.9130434782609,3068.521739130435,-690.0108695652174,4864.271739130435,-247.1521739130435,38.630434782608695,,1.5978260869565233,-206.92391304347825,-754.9673913043479,0.9891304347826086,19.42391304347825,-177.5,-912.054347826087,3745.29347826087,-25.0,3745.565217391304,2.0108695652173916,3747.5760869565215
2019-10-01,75.47,7049574,77.06,78.06,74.97,2149.0,353.0,3104.0,-697.0,4909.0,-248.0,38.0,,2.0,-208.0,-755.0,1.0,18.0,-179.0,-915.0,3786.0,-25.0,3786.0,2.0,3788.0
2019-10-02,73.99,6288051,75.26,75.71,73.77,2131.141304347826,352.9673913043478,3070.8260869565215,-685.9565217391304,4868.978260869565,-248.75,38.641304347826086,,3.4456521739130435,-209.40217391304347,-754.5217391304348,-4.423913043478261,11.771739130434781,-189.83695652173913,-937.0108695652174,3722.5652173913045,-25.0,3722.5652173913045,1.608695652173913,3724.1739130434785
2019-10-03,75.73,5633505,73.93,75.83,73.16,2113.282608695652,352.9347826086956,3037.6521739130435,-674.9130434782609,4828.95652173913,-249.5,39.28260869565217,,4.891304347826087,-210.80434782608697,-754.0434782608696,-9.847826086956522,5.5434782608695645,-200.67391304347825,-959.0217391304348,3659.1304347826085,-25.0,3659.1304347826085,1.2173913043478262,3660.3478260869565
2019-10-04,77.49,4920357,76.32,77.56,75.84,2095.4239130434785,352.9021739130435,3004.478260869565,-663.8695652173913,4788.934782608696,-250.25,39.92391304347826,,6.336956521739131,-212.20652173913044,-753.5652173913044,-15.271739130434781,-0.6847826086956523,-211.51086956521738,-981.0326086956521,3595.695652173913,-25.0,3595.695652173913,0.826086956521739,3596.521739130435
2019-10-07,76.34,4400559,77.01,77.55,76.27,2041.8478260869565,352.80434782608694,2904.9565217391305,-630.7391304347826,4668.869565217391,-252.5,41.84782608695652,,10.673913043478262,-216.41304347826087,-752.1304347826087,-31.543478260869563,-19.369565217391305,-244.02173913043478,-1047.0652173913043,3405.391304347826,-25.0,3405.391304347826,-0.34782608695652195,3405.0434782608695
2019-10-08,72.85,9194400,75.52,75.82,72.81,2023.9891304347825,352.7717391304348,2871.782608695652,-619.695652173913,4628.847826086956,-253.25,42.48913043478261,,12.119565217391305,-217.81521739130434,-751.6521739130435,-36.96739130434783,-25.597826086956523,-254.85869565217394,-1069.0760869565217,3341.9565217391305,-25.0,3341.9565217391305,-0.7391304347826089,3341.217391304348
2019-10-09,74.35,5271440,73.91,74.8,73.56,2006.1304347826087,352.7391304347826,2838.608695652174,-608.6521739130435,4588.826086956522,-254.0,43.130434782608695,,13.565217391304348,-219.2173913043478,-751.1739130434783,-42.391304347826086,-31.826086956521742,-265.69565217391306,-1091.086956521739,3278.521739130435,-25.0,3278.521739130435,-1.1304347826086958,3277.391304347826
2019-10-10,74.97,6199401,74.35,75.9656,74.17,1988.2717391304348,352.70652173913044,2805.4347826086955,-597.6086956521739,4548.804347826087,-254.75,43.77173913043478,,15.01086956521739,-220.6195652173913,-750.695652173913,-47.815217391304344,-38.05434782608696,-276.5326086956522,-1113.0978260869565,3215.086956521739,-25.0,3215.086956521739,-1.5217391304347827,3213.5652173913045
2019-10-11,76.7,7398164,76.19,77.82,76.01,1970.413043478261,352.67391304347825,2772.2608695652175,-586.5652173913044,4508.782608695652,-255.5,44.41304347826087,,16.456521739130434,-222.02173913043478,-750.2173913043479,-53.23913043478261,-44.28260869565218,-287.3695652173913,-1135.108695652174,3151.6521739130435,-25.0,3151.6521739130435,-1.9130434782608696,3149.7391304347825
